,Major capsid,Minor capsid,Baseplate,Major tail,Minor tail,Portal,Tail fiber,Tail shaft,Collar,HTJ,Other
baseplate_273,6.10,0.00,0.25,0.00,0.24,0.03,0.04,0.57,0.00,2.53,0.22
baseplate_274,2.58,0.00,2.18,0.00,0.12,0.28,0.46,2.40,0.00,0.95,1.03
baseplate_275,0.29,0.00,1.45,0.02,0.39,1.29,0.06,2.37,0.00,2.88,1.25
baseplate_276,2.24,0.00,3.03,0.00,0.41,0.26,0.24,1.43,0.00,1.37,1.03
baseplate_277,1.92,0.00,2.84,0.00,0.25,0.14,0.35,2.28,0.00,1.15,1.06
baseplate_278,5.64,0.00,0.63,0.00,0.10,0.05,0.03,0.95,0.00,2.41,0.19
baseplate_279,6.04,0.00,0.25,0.00,0.27,0.08,0.00,0.61,0.00,2.62,0.12
baseplate_280,6.29,0.00,0.12,0.00,0.13,0.05,0.02,0.82,0.00,2.41,0.15
baseplate_281,6.47,0.00,1.17,0.00,0.09,0.01,0.04,0.07,0.00,1.95,0.20
baseplate_282,6.70,0.00,0.23,0.00,0.16,0.04,0.01,0.61,0.00,2.10,0.15
baseplate_283,5.07,0.00,0.34,0.00,0.69,0.04,0.03,0.04,0.00,3.53,0.26
baseplate_284,6.50,0.00,0.12,0.00,0.29,0.02,0.01,0.56,0.00,2.41,0.09
baseplate_285,4.45,0.00,0.45,0.00,0.37,0.08,0.01,0.46,0.00,3.99,0.18
baseplate_286,5.07,0.00,0.86,0.00,0.11,0.04,0.06,1.10,0.00,2.48,0.29
baseplate_287,4.75,0.00,0.27,0.00,0.49,0.03,0.03,0.34,0.00,3.87,0.21
baseplate_288,5.30,0.00,0.84,0.00,0.20,0.05,0.05,0.53,0.00,2.82,0.22
baseplate_289,4.59,0.00,1.29,0.01,0.04,0.03,0.02,1.43,0.00,2.47,0.13
baseplate_290,6.89,0.00,0.15,0.00,0.10,0.03,0.01,0.74,0.00,1.98,0.10
baseplate_291,5.64,0.00,0.54,0.00,0.13,0.07,0.11,0.58,0.00,2.67,0.26
baseplate_292,5.81,0.00,0.44,0.00,0.05,0.02,0.02,1.45,0.00,2.05,0.15
baseplate_293,6.92,0.00,0.04,0.00,0.03,0.01,0.00,0.95,0.00,1.99,0.06
baseplate_294,6.50,0.00,0.17,0.00,0.11,0.04,0.02,0.88,0.00,2.16,0.12
baseplate_295,6.54,0.00,0.20,0.00,0.14,0.02,0.01,0.81,0.00,2.19,0.10
baseplate_296,3.01,0.00,4.10,0.05,0.01,0.01,0.32,0.29,0.00,1.75,0.44
baseplate_297,1.99,0.00,2.04,0.00,0.07,0.12,0.03,3.90,0.00,0.51,1.33
baseplate_298,5.08,0.00,1.05,0.00,0.19,0.05,0.07,0.49,0.00,2.83,0.24
baseplate_299,4.19,0.00,0.74,0.00,0.51,0.05,0.09,0.37,0.00,3.83,0.22
baseplate_300,6.20,0.00,0.17,0.00,0.17,0.05,0.04,0.75,0.00,2.35,0.27
baseplate_301,6.55,0.00,0.86,0.00,0.12,0.01,0.03,0.18,0.00,2.10,0.14
baseplate_302,0.91,0.01,6.23,0.22,0.01,1.02,0.04,0.50,0.00,0.14,0.92
baseplate_303,6.20,0.00,0.40,0.00,0.36,0.03,0.05,0.42,0.00,2.31,0.22
baseplate_304,0.61,0.00,3.32,0.00,0.59,0.19,0.21,2.41,0.00,1.41,1.27
baseplate_305,2.91,0.00,2.92,0.00,0.08,0.15,0.53,1.43,0.00,1.24,0.75
baseplate_306,2.09,0.00,2.79,0.00,0.21,0.21,0.36,2.02,0.00,1.18,1.13
baseplate_307,2.21,0.00,2.05,0.00,0.50,0.28,0.35,2.55,0.00,1.12,0.94
baseplate_308,6.35,0.00,1.02,0.00,0.12,0.01,0.03,0.24,0.00,2.06,0.16
baseplate_309,5.58,0.00,0.08,0.00,0.40,0.01,0.00,0.47,0.00,3.35,0.11
baseplate_310,0.27,0.00,0.29,0.02,0.54,3.16,0.03,2.14,0.00,2.04,1.51
baseplate_311,0.34,0.01,6.57,0.46,0.03,1.04,0.04,0.43,0.00,0.16,0.92
baseplate_312,6.33,0.00,0.45,0.00,0.11,0.02,0.02,0.69,0.00,2.31,0.07
baseplate_313,6.12,0.00,0.05,0.00,0.17,0.01,0.01,0.77,0.00,2.78,0.09
baseplate_314,5.95,0.00,0.98,0.00,0.09,0.01,0.03,0.43,0.00,2.36,0.15
baseplate_315,0.64,0.00,3.04,0.00,0.71,0.24,0.22,1.84,0.00,1.96,1.34
baseplate_316,4.88,0.00,2.54,0.00,0.02,0.01,0.17,0.13,0.00,1.89,0.37
baseplate_317,1.23,0.00,2.92,0.00,0.55,0.21,0.39,1.50,0.00,2.02,1.18
baseplate_318,1.59,0.00,2.97,0.00,0.77,0.26,0.20,1.92,0.00,0.99,1.29
baseplate_319,5.78,0.00,0.33,0.00,0.33,0.03,0.03,0.52,0.00,2.74,0.24
baseplate_320,3.95,0.00,2.23,0.00,0.13,0.03,0.01,0.71,0.00,0.89,2.04
baseplate_321,1.21,0.00,1.06,0.00,0.03,1.43,0.01,1.07,0.00,0.18,4.99
baseplate_322,1.80,0.00,5.23,0.32,0.09,1.21,0.05,0.26,0.00,0.08,0.95
baseplate_323,0.82,0.01,6.36,0.25,0.01,0.97,0.04,0.47,0.00,0.12,0.95
baseplate_324,1.50,0.00,5.37,0.13,0.04,1.33,0.03,0.56,0.00,0.12,0.93
baseplate_325,1.60,0.00,5.18,0.40,0.05,1.14,0.03,0.51,0.00,0.10,0.99
baseplate_326,1.35,0.00,5.51,0.21,0.05,1.17,0.02,0.59,0.00,0.17,0.92
baseplate_327,4.58,0.00,0.47,0.00,0.46,0.06,0.03,0.39,0.00,3.77,0.23
baseplate_328,6.42,0.00,0.85,0.00,0.03,0.05,0.00,0.20,0.00,2.33,0.11
baseplate_329,0.69,0.00,2.94,0.00,0.70,0.29,0.26,1.80,0.00,1.94,1.37
baseplate_330,5.16,0.00,0.09,0.00,0.72,0.02,0.20,0.02,0.00,1.85,1.93
baseplate_331,2.28,0.00,2.62,0.00,0.21,0.14,0.38,1.96,0.00,1.26,1.15
baseplate_332,0.58,0.00,3.38,0.00,0.57,0.27,0.13,2.49,0.00,1.33,1.24
baseplate_333,2.18,0.00,2.75,0.00,0.03,0.08,0.30,2.80,0.00,0.79,1.08
baseplate_334,0.89,0.00,6.65,0.34,0.02,0.73,0.05,0.24,0.00,0.09,0.98
baseplate_335,5.46,0.00,0.63,0.00,0.59,0.10,0.07,0.11,0.00,2.53,0.50
baseplate_336,6.21,0.00,0.05,0.00,0.23,0.02,0.01,0.71,0.00,2.71,0.05
baseplate_337,2.81,0.00,0.03,0.01,1.77,0.71,0.30,2.30,0.00,1.00,1.08
baseplate_338,6.14,0.00,1.16,0.00,0.13,0.01,0.16,0.08,0.00,2.08,0.24
baseplate_339,5.02,0.00,0.50,0.01,0.30,0.07,0.04,0.47,0.00,3.21,0.36
baseplate_340,5.75,0.00,0.17,0.00,0.14,0.10,0.01,0.72,0.00,2.89,0.21
baseplate_341,5.51,0.00,0.99,0.00,0.43,0.07,0.02,0.13,0.00,2.62,0.23
baseplate_342,6.08,0.00,0.02,0.00,0.04,0.01,0.01,0.97,0.00,2.72,0.15
baseplate_343,5.53,0.00,0.51,0.00,0.34,0.04,0.03,0.29,0.00,3.04,0.20
baseplate_344,6.12,0.00,0.46,0.00,0.05,0.05,0.02,1.23,0.00,1.85,0.21
baseplate_345,6.57,0.00,0.14,0.00,0.71,0.01,0.02,0.15,0.00,2.26,0.15
baseplate_346,5.41,0.00,0.88,0.00,0.07,0.04,0.03,1.05,0.00,2.26,0.25
baseplate_347,1.03,0.00,5.56,0.10,0.12,1.45,0.03,0.66,0.00,0.30,0.75
baseplate_348,2.31,0.00,3.10,0.00,0.16,0.11,0.31,2.16,0.00,0.67,1.18
baseplate_349,2.67,0.00,2.78,0.00,0.17,0.05,0.40,2.06,0.00,0.43,1.44
baseplate_350,6.28,0.00,0.04,0.00,0.07,0.02,0.01,0.91,0.00,2.63,0.05
baseplate_351,6.00,0.00,0.15,0.00,0.18,0.05,0.01,0.74,0.00,2.74,0.12
baseplate_352,6.31,0.00,0.35,0.00,0.36,0.02,0.05,0.45,0.00,2.26,0.20
baseplate_353,6.05,0.00,0.68,0.01,0.35,0.07,0.06,0.39,0.00,2.15,0.26
baseplate_354,0.91,0.00,5.96,0.38,0.03,1.09,0.03,0.51,0.00,0.12,0.96
baseplate_355,3.00,0.00,3.86,0.13,0.01,0.98,0.01,0.98,0.00,0.18,0.86
baseplate_356,0.95,0.01,6.33,0.21,0.02,1.00,0.04,0.40,0.00,0.13,0.92
baseplate_357,1.24,0.00,5.90,0.45,0.05,1.10,0.05,0.20,0.00,0.08,0.94
baseplate_358,0.38,0.01,6.31,0.13,0.03,1.35,0.04,0.67,0.00,0.30,0.79
baseplate_359,3.48,0.00,2.81,0.00,0.00,2.09,0.00,0.41,0.00,0.86,0.35
baseplate_360,5.82,0.00,0.88,0.00,0.24,0.01,0.09,0.42,0.00,2.38,0.16
baseplate_361,5.41,0.00,0.15,0.00,0.37,0.05,0.03,0.53,0.00,3.25,0.22
baseplate_362,4.52,0.00,0.51,0.00,0.53,0.06,0.05,0.32,0.00,3.78,0.24
baseplate_363,4.31,0.00,1.73,0.00,0.13,0.03,0.07,0.20,0.00,3.43,0.10
baseplate_364,6.09,0.00,0.53,0.00,0.14,0.07,0.05,0.67,0.00,2.13,0.31
baseplate_365,6.27,0.00,0.22,0.00,0.30,0.02,0.03,0.60,0.00,2.34,0.21
baseplate_366,4.83,0.00,1.68,0.00,0.22,0.03,0.05,0.50,0.00,2.35,0.32
baseplate_367,6.16,0.00,1.20,0.00,0.06,0.01,0.27,0.09,0.00,2.01,0.20
baseplate_368,5.85,0.00,1.35,0.00,0.06,0.02,0.03,0.02,0.00,2.56,0.10
baseplate_369,3.80,0.00,0.59,0.00,0.25,0.05,0.02,0.69,0.00,4.48,0.12
baseplate_370,5.64,0.00,1.95,0.00,0.08,0.01,0.03,0.11,0.00,2.07,0.10
baseplate_371,4.95,0.00,1.20,0.01,0.13,0.03,0.06,0.98,0.00,2.36,0.29
baseplate_372,6.13,0.00,0.59,0.00,0.23,0.01,0.03,0.39,0.00,2.46,0.17
baseplate_373,6.52,0.00,1.17,0.00,0.05,0.01,0.17,0.10,0.00,1.82,0.15
baseplate_374,6.60,0.00,0.30,0.00,0.31,0.02,0.03,0.56,0.00,1.96,0.20
baseplate_375,6.10,0.00,0.29,0.00,0.24,0.04,0.04,0.58,0.00,2.46,0.25
baseplate_376,6.72,0.00,0.24,0.00,0.15,0.02,0.01,0.72,0.00,2.07,0.06
baseplate_377,4.40,0.00,1.47,0.01,0.05,0.03,0.02,1.34,0.00,2.50,0.18
baseplate_378,6.92,0.00,0.19,0.00,0.05,0.03,0.01,0.89,0.00,1.83,0.08
baseplate_379,4.01,0.00,1.08,0.01,0.15,0.04,0.03,1.03,0.00,3.28,0.38
baseplate_380,1.75,0.00,1.13,0.01,0.35,0.63,1.15,2.02,0.00,0.09,2.87
baseplate_381,5.98,0.00,1.47,0.00,0.09,0.01,0.17,0.05,0.00,1.96,0.28
baseplate_382,5.79,0.00,0.02,0.00,0.38,0.64,0.06,0.79,0.00,1.28,1.04
baseplate_383,6.16,0.00,0.19,0.00,0.12,0.05,0.02,0.82,0.00,2.54,0.11
baseplate_384,6.18,0.00,1.21,0.00,0.06,0.01,0.24,0.01,0.00,2.05,0.23
baseplate_385,0.62,0.00,0.12,0.00,0.34,1.96,0.01,1.02,0.00,1.04,4.89
baseplate_386,6.36,0.00,0.21,0.00,0.35,0.02,0.02,0.53,0.00,2.43,0.08
baseplate_387,5.69,0.00,0.69,0.00,0.21,0.05,0.08,0.42,0.00,2.67,0.19
baseplate_388,5.62,0.00,0.56,0.00,0.42,0.03,0.05,0.41,0.00,2.68,0.23
baseplate_389,5.60,0.00,2.20,0.00,0.02,0.01,0.04,0.01,0.00,1.93,0.19
baseplate_390,1.15,0.00,0.66,0.11,0.28,1.86,0.05,2.16,0.00,2.02,1.71
baseplate_391,0.76,0.00,3.65,0.00,0.46,0.20,0.19,2.55,0.00,0.80,1.40
baseplate_392,6.28,0.00,0.08,0.00,0.22,0.01,0.02,0.68,0.00,2.63,0.08
baseplate_393,5.85,0.00,0.10,0.00,0.06,0.05,0.02,0.93,0.00,2.90,0.09
baseplate_394,6.28,0.00,0.02,0.00,0.13,0.37,0.15,1.24,0.00,1.21,0.59
baseplate_395,6.14,0.00,0.06,0.00,0.09,0.59,0.16,1.20,0.00,1.00,0.75
baseplate_396,1.80,0.00,1.98,0.00,0.13,0.02,0.24,5.03,0.00,0.34,0.44
baseplate_397,5.57,0.00,0.44,0.00,0.73,0.03,0.53,1.28,0.00,1.21,0.21
baseplate_398,6.03,0.00,0.20,0.00,0.32,0.06,0.02,0.53,0.00,2.71,0.13
baseplate_399,0.58,0.01,3.05,0.00,0.08,0.19,0.17,2.35,0.00,0.08,3.47
baseplate_400,5.01,0.00,0.30,0.00,0.03,0.09,0.02,0.99,0.00,3.48,0.10
baseplate_401,5.77,0.00,0.33,0.00,0.08,0.07,0.02,1.01,0.00,2.56,0.17
baseplate_402,1.64,0.00,3.25,0.00,0.49,0.15,0.35,1.83,0.00,1.15,1.13
baseplate_403,5.82,0.00,0.90,0.00,0.10,0.03,0.03,0.24,0.00,2.70,0.18
baseplate_404,5.55,0.00,1.14,0.00,0.17,0.02,0.01,0.78,0.00,2.20,0.13
baseplate_405,4.02,0.00,1.69,0.00,0.25,0.02,0.49,0.52,0.00,2.80,0.20
baseplate_406,6.49,0.00,0.03,0.00,0.88,0.06,0.10,0.20,0.00,1.26,0.97
baseplate_407,6.37,0.00,1.04,0.00,0.10,0.01,0.15,0.06,0.00,2.03,0.23
baseplate_408,5.31,0.00,0.39,0.00,0.29,0.08,0.17,0.57,0.00,2.86,0.35
baseplate_409,5.22,0.00,0.03,0.00,0.04,0.03,0.01,0.94,0.00,3.67,0.05
baseplate_410,6.56,0.00,1.22,0.00,0.11,0.01,0.12,0.06,0.00,1.69,0.23
baseplate_411,0.71,0.00,4.79,0.00,0.00,0.24,0.01,1.61,0.00,0.92,1.72
baseplate_412,6.30,0.00,1.13,0.00,0.06,0.01,0.09,0.10,0.00,2.07,0.25
baseplate_413,1.79,0.00,2.75,0.00,0.31,0.22,0.37,2.35,0.00,1.13,1.08
baseplate_414,2.02,0.00,2.75,0.00,0.09,0.18,0.39,2.45,0.00,0.95,1.16
baseplate_415,4.02,0.00,2.16,0.00,0.00,0.29,0.01,1.02,0.00,1.40,1.10
baseplate_416,6.10,0.00,0.04,0.00,0.05,0.02,0.01,0.93,0.00,2.81,0.05
baseplate_417,6.00,0.00,0.26,0.00,0.54,0.06,0.09,0.35,0.00,2.40,0.30
baseplate_418,0.52,0.00,0.53,0.06,0.26,2.16,0.05,2.44,0.00,2.27,1.71
baseplate_419,6.33,0.00,0.25,0.00,0.49,0.02,0.06,0.24,0.00,2.34,0.26
baseplate_420,6.26,0.00,0.88,0.00,0.22,0.01,0.16,0.14,0.00,2.07,0.26
baseplate_421,2.33,0.01,4.85,0.00,0.02,0.15,0.09,0.25,0.00,0.38,1.92
baseplate_422,6.35,0.00,0.46,0.00,0.36,0.11,0.08,0.48,0.00,1.79,0.36
baseplate_423,4.95,0.00,0.31,0.00,0.63,0.04,0.02,0.07,0.00,3.66,0.33
baseplate_424,0.94,0.00,3.32,0.00,0.22,0.39,0.03,3.03,0.00,0.18,1.89
baseplate_425,1.79,0.01,2.48,0.00,0.57,0.44,0.10,2.04,0.00,0.27,2.30
baseplate_426,6.62,0.00,0.84,0.00,0.13,0.01,0.03,0.12,0.00,2.13,0.11
baseplate_427,6.26,0.00,0.14,0.00,0.25,0.03,0.01,0.63,0.00,2.60,0.08
baseplate_428,1.92,0.04,5.01,0.00,0.01,0.38,0.05,0.95,0.00,0.18,1.46
baseplate_429,3.99,0.00,0.25,0.00,0.24,0.01,0.01,0.51,0.00,4.95,0.05
baseplate_430,1.71,0.00,3.04,0.00,0.61,0.15,0.22,2.18,0.00,0.58,1.51
baseplate_431,0.28,0.00,0.29,0.00,1.11,2.00,0.03,0.92,0.00,0.70,4.67
baseplate_432,1.08,0.00,1.75,0.00,0.81,0.49,0.08,2.06,0.00,0.38,3.34
baseplate_433,0.91,0.00,3.92,0.00,0.14,0.19,0.03,1.59,0.00,3.08,0.14
baseplate_434,6.34,0.00,1.19,0.00,0.08,0.01,0.16,0.03,0.00,1.90,0.29
baseplate_435,6.11,0.00,1.54,0.00,0.05,0.01,0.09,0.03,0.00,1.83,0.35
baseplate_436,6.57,0.00,1.26,0.00,0.03,0.01,0.15,0.02,0.00,1.77,0.20
baseplate_437,6.68,0.00,1.24,0.00,0.02,0.01,0.03,0.02,0.00,1.62,0.37
baseplate_438,5.21,0.00,0.35,0.00,0.50,0.05,0.07,0.32,0.00,3.25,0.25
baseplate_439,5.88,0.00,1.09,0.00,0.20,0.07,0.01,0.45,0.00,2.16,0.12
baseplate_440,3.15,0.00,2.94,0.00,0.02,0.08,0.28,1.15,0.00,1.72,0.65
baseplate_441,6.87,0.00,0.23,0.00,0.15,0.02,0.01,0.66,0.00,1.93,0.13
baseplate_442,5.67,0.00,0.05,0.00,0.04,0.04,0.01,0.94,0.00,3.18,0.07
baseplate_443,6.28,0.00,0.32,0.00,0.18,0.03,0.02,0.74,0.00,2.32,0.10
baseplate_444,5.28,0.00,0.10,0.01,0.38,0.05,0.04,1.02,0.00,2.33,0.79
baseplate_445,6.07,0.00,0.20,0.00,0.02,0.17,0.02,0.86,0.00,2.44,0.22
baseplate_446,1.30,0.00,3.31,0.00,0.55,0.18,0.26,1.50,0.00,2.03,0.87
baseplate_447,6.29,0.00,1.01,0.00,0.21,0.01,0.11,0.10,0.00,1.84,0.43
baseplate_448,6.51,0.00,1.19,0.00,0.02,0.00,0.20,0.06,0.00,1.71,0.30
baseplate_449,5.57,0.00,0.33,0.00,0.37,0.05,0.04,0.44,0.00,2.96,0.25
baseplate_450,0.31,0.00,0.44,0.02,0.54,3.11,0.03,2.19,0.00,1.88,1.48
baseplate_451,3.13,0.00,1.76,0.01,0.10,0.03,0.03,1.50,0.00,3.34,0.11
baseplate_452,7.12,0.00,0.06,0.00,0.32,0.01,0.01,0.62,0.00,1.76,0.11
baseplate_453,3.73,0.00,0.46,0.00,0.31,0.05,0.01,0.59,0.00,4.75,0.11
baseplate_454,5.13,0.00,1.47,0.00,0.18,0.03,0.41,0.07,0.00,2.47,0.24
baseplate_455,5.87,0.00,0.61,0.00,0.21,0.03,0.05,0.71,0.00,2.39,0.14
baseplate_456,0.44,0.00,0.12,0.02,0.67,4.07,0.03,1.42,0.00,1.84,1.40
baseplate_457,6.36,0.00,0.35,0.00,0.15,0.02,0.02,0.73,0.00,2.25,0.11
baseplate_458,0.13,0.00,0.29,0.02,0.32,2.67,0.01,2.56,0.00,2.22,1.78
baseplate_459,0.37,0.00,0.14,0.02,0.77,3.73,0.03,1.58,0.00,1.97,1.39
baseplate_460,6.17,0.00,0.76,0.00,0.31,0.02,0.08,0.10,0.00,2.37,0.20
baseplate_461,6.35,0.00,1.21,0.00,0.04,0.01,0.23,0.01,0.00,1.94,0.20
baseplate_462,6.17,0.00,0.90,0.00,0.14,0.02,0.03,0.08,0.00,2.57,0.08
baseplate_463,4.45,0.00,0.50,0.00,0.39,0.09,0.03,0.29,0.00,3.83,0.42
baseplate_464,6.32,0.00,0.04,0.00,0.13,0.03,0.00,0.81,0.00,2.61,0.05
baseplate_465,5.43,0.00,0.06,0.00,0.62,0.02,0.26,0.02,0.00,1.60,1.99
baseplate_466,6.36,0.00,0.18,0.00,0.20,0.02,0.02,0.80,0.00,2.27,0.14
baseplate_467,5.35,0.00,1.37,0.00,0.19,0.04,0.08,0.34,0.00,2.47,0.17
baseplate_468,5.76,0.00,0.83,0.00,0.28,0.04,0.03,0.47,0.00,2.42,0.17
baseplate_469,5.25,0.00,1.31,0.00,0.31,0.03,0.23,0.07,0.00,2.59,0.22
baseplate_470,6.10,0.00,0.11,0.00,0.14,0.10,0.02,0.48,0.00,2.38,0.67
baseplate_471,3.59,0.00,0.60,0.00,0.30,0.09,0.01,0.56,0.00,4.72,0.13
baseplate_472,0.61,0.00,3.04,0.00,0.71,0.30,0.18,2.05,0.00,2.00,1.12
baseplate_473,5.48,0.00,1.47,0.00,0.17,0.02,0.28,0.08,0.00,2.25,0.25
baseplate_474,2.27,0.00,2.35,0.00,0.13,0.18,0.28,2.83,0.00,1.08,0.88
baseplate_475,4.64,0.00,0.81,0.01,0.05,0.07,0.04,1.27,0.00,2.53,0.58
baseplate_476,6.31,0.00,0.04,0.00,0.28,0.01,0.01,0.68,0.00,2.62,0.05
baseplate_477,5.05,0.00,0.79,0.01,0.01,0.04,0.01,1.58,0.00,2.36,0.15
baseplate_478,4.51,0.00,2.07,0.00,0.12,0.01,0.18,0.10,0.00,2.73,0.27
baseplate_479,6.98,0.00,0.25,0.00,0.62,0.03,0.02,0.11,0.00,1.79,0.20
baseplate_480,6.35,0.00,0.07,0.00,0.18,0.04,0.02,0.78,0.00,2.45,0.12
baseplate_481,4.34,0.00,1.36,0.01,0.07,0.05,0.05,1.17,0.00,2.32,0.64
baseplate_482,4.99,0.00,1.64,0.00,0.18,0.04,0.10,0.21,0.00,2.63,0.21
baseplate_483,6.24,0.00,0.02,0.00,0.02,0.03,0.00,0.97,0.00,2.67,0.04
baseplate_484,6.88,0.00,0.44,0.00,0.10,0.01,0.01,0.56,0.00,1.88,0.12
baseplate_485,5.65,0.00,0.39,0.00,0.12,0.04,0.03,0.96,0.00,2.65,0.15
baseplate_486,6.06,0.00,0.21,0.00,0.23,0.08,0.01,0.52,0.00,2.64,0.24
baseplate_487,5.35,0.00,0.45,0.00,0.15,0.05,0.05,0.70,0.00,2.91,0.34
baseplate_488,6.76,0.00,0.66,0.00,0.29,0.02,0.15,0.08,0.00,1.74,0.28
baseplate_489,5.43,0.00,0.86,0.01,0.08,0.05,0.03,1.28,0.00,2.08,0.17
baseplate_490,4.08,0.00,1.08,0.02,0.85,0.20,0.28,1.98,0.00,1.00,0.53
baseplate_491,6.02,0.00,0.21,0.00,0.76,0.05,0.02,0.08,0.00,2.67,0.19
baseplate_492,2.54,0.00,2.03,0.00,0.40,0.30,0.13,2.49,0.00,1.37,0.73
baseplate_493,4.62,0.00,0.60,0.00,0.34,0.02,0.02,0.08,0.00,4.16,0.16
baseplate_494,2.51,0.00,0.38,0.01,3.00,0.10,0.43,1.72,0.00,0.80,1.04
baseplate_495,5.69,0.00,0.34,0.00,0.13,0.07,0.02,0.80,0.00,2.81,0.13
baseplate_496,6.51,0.00,0.13,0.00,0.26,0.02,0.00,0.63,0.00,2.38,0.07
baseplate_497,7.31,0.00,0.10,0.00,0.04,0.02,0.00,0.93,0.00,1.52,0.07
baseplate_498,1.28,0.00,4.12,0.01,0.04,0.30,0.05,1.28,0.00,0.02,2.91
baseplate_499,5.02,0.00,0.51,0.01,0.12,0.08,0.03,0.92,0.00,2.74,0.57
baseplate_500,5.95,0.00,0.25,0.00,0.40,0.06,0.02,0.46,0.00,2.70,0.15
baseplate_501,0.64,0.00,0.42,0.02,0.18,2.82,0.02,2.25,0.00,1.92,1.73
baseplate_502,5.92,0.00,0.21,0.00,0.34,0.04,0.04,0.47,0.00,2.70,0.27
baseplate_503,5.94,0.00,0.47,0.00,0.49,0.03,0.17,0.28,0.00,2.14,0.47
baseplate_504,6.07,0.00,0.09,0.00,0.02,0.03,0.01,1.01,0.00,2.69,0.08
baseplate_505,6.14,0.00,0.42,0.00,0.06,0.03,0.02,0.94,0.00,2.29,0.11
baseplate_506,6.47,0.00,1.08,0.00,0.10,0.01,0.15,0.02,0.00,1.96,0.21
baseplate_507,4.85,0.00,3.35,0.00,0.34,0.00,0.32,0.04,0.00,0.14,0.96
baseplate_508,0.23,0.00,5.70,0.00,0.10,0.32,0.09,1.60,0.00,0.59,1.37
baseplate_509,0.73,0.00,3.10,0.00,0.63,0.32,0.17,2.09,0.00,1.71,1.24
baseplate_510,1.13,0.00,0.02,0.00,0.01,3.52,0.00,0.54,0.00,0.03,4.74
baseplate_511,2.13,0.01,0.01,0.00,0.03,1.60,0.01,0.17,0.00,0.05,5.98
baseplate_512,5.41,0.00,1.27,0.00,0.09,0.03,0.02,0.71,0.00,2.34,0.13
baseplate_513,3.93,0.00,2.97,0.00,0.02,0.01,0.06,0.27,0.00,2.59,0.15
baseplate_514,6.79,0.00,0.30,0.00,0.30,0.02,0.01,0.46,0.00,2.02,0.12
baseplate_515,6.49,0.00,0.24,0.00,0.24,0.02,0.02,0.65,0.00,2.27,0.08
baseplate_516,5.13,0.00,1.64,0.00,0.11,0.03,0.16,0.25,0.00,2.48,0.20
baseplate_517,3.64,0.00,3.87,0.00,0.00,0.03,0.00,0.40,0.00,1.30,0.75
baseplate_518,0.38,0.00,4.93,0.01,0.01,0.01,0.28,1.84,0.00,1.82,0.71
baseplate_519,0.51,0.00,3.37,0.00,0.61,0.25,0.12,2.67,0.00,1.27,1.18
baseplate_520,6.55,0.00,0.03,0.00,0.14,0.00,0.00,0.79,0.00,2.41,0.06
baseplate_521,6.79,0.00,0.05,0.00,0.07,0.01,0.00,0.87,0.00,2.15,0.05
baseplate_522,5.05,0.00,2.00,0.00,0.03,0.01,0.02,0.56,0.00,2.18,0.14
baseplate_523,1.59,0.00,5.17,0.00,0.00,0.04,0.00,0.95,0.00,1.22,1.03
baseplate_524,4.09,0.00,2.67,0.00,0.16,0.05,0.24,0.04,0.00,2.38,0.36
baseplate_525,0.10,0.00,3.12,0.13,1.06,0.17,0.04,1.13,0.00,0.46,3.78
baseplate_526,5.44,0.00,0.71,0.00,0.16,0.08,0.21,0.50,0.00,2.64,0.26
baseplate_527,5.35,0.00,0.68,0.01,0.10,0.08,0.05,1.11,0.00,2.13,0.49
baseplate_528,1.83,0.00,3.24,0.00,0.29,0.31,0.20,2.28,0.00,0.93,0.92
baseplate_529,6.01,0.00,0.95,0.00,0.11,0.15,0.03,0.46,0.00,1.63,0.67
baseplate_530,6.57,0.00,0.26,0.00,0.12,0.02,0.02,0.78,0.00,2.12,0.11
baseplate_531,5.38,0.00,1.60,0.00,0.12,0.03,0.15,0.22,0.00,1.86,0.63
baseplate_532,6.73,0.00,0.09,0.00,0.12,0.01,0.00,0.77,0.00,2.23,0.05
baseplate_533,6.05,0.00,0.06,0.00,0.23,0.02,0.01,0.72,0.00,2.84,0.05
baseplate_534,1.83,0.00,2.85,0.00,0.09,0.15,0.32,2.55,0.00,0.97,1.23
baseplate_535,2.44,0.00,1.99,0.00,0.15,0.29,0.43,2.71,0.00,0.95,1.03
baseplate_536,6.37,0.00,0.95,0.00,0.16,0.02,0.15,0.01,0.00,2.16,0.19
baseplate_537,2.11,0.00,3.31,0.00,0.18,0.25,0.35,1.85,0.00,1.05,0.87
baseplate_538,3.71,0.00,1.39,0.00,0.06,0.31,0.25,1.58,0.00,0.96,1.74
baseplate_539,2.56,0.00,1.67,0.00,0.06,0.10,1.15,1.50,0.00,0.71,2.25
baseplate_540,0.05,0.00,0.19,0.01,1.30,2.36,0.02,1.02,0.00,0.72,4.33
baseplate_541,5.86,0.00,1.19,0.00,0.15,0.01,0.24,0.04,0.00,2.30,0.20
baseplate_542,1.18,0.00,1.41,0.00,0.87,0.05,0.04,0.88,0.00,4.22,1.34
baseplate_543,5.90,0.00,0.25,0.00,0.15,0.08,0.02,0.75,0.00,2.69,0.16
baseplate_544,3.86,0.00,2.24,0.01,0.32,0.03,0.13,0.57,0.00,2.48,0.36
baseplate_545,6.14,0.00,0.02,0.00,0.08,0.03,0.00,0.89,0.00,2.78,0.06
